,Ren̩ Stulz,Jeremy Stein,Raghuram Rajan,Luigi Zingales,Andrei Shleifer,Robert Vishny,Ross Levine,Asli Demirguc-Kunt,Florencio Lopez-de-Silanes,Rafael La Porta,John Campbell,Michael Jensen,Joshua Aizenman,Barry Eichengreen,Kenneth French,Andrew Rose,Robert Shiller,Mark Gertler,Maurice Obstfeld,Robert Merton,Eugene Fama,Robert Engle,Ben Bernanke,Joseph Stiglitz,Jeffrey Frankel,James Poterba,Lawrence Summers,Alan Auerbach,Michael McAleer,Elhanan Helpman,Robert Barro,Christopher Baum,Martin Feldstein,Jean Tirole,Kenneth Rogoff,Edward Prescott,Martin Eichenbaum,Timothy Besley,Stephen J Turnovsky,Robert Hall,Guillermo Calvo,Tim Bollerslev,Daron Acemoglu,Lars Svensson,Francis Diebold,Carmen Reinhart,N. Gregory Mankiw,John Taylor,John List,M Pesaran,Olivier Blanchard,Alan Krueger,John Whalley,Michael Woodford,Dani Rodrik,Peter Diamond,Richard Freeman,Paul Milgrom,Ernst Fehr,Bruno Frey,Robert King,David Romer,Alberto Alesina,Jordi Gali,Clive Granger,Thomas Sargent,Martin Ravallion,Robert Lucas,Clement Tisdell,David Card,Jacques Thisse,Christopher Sims,Richard Blundell,Jerry Hausman,Peter Nijkamp,Edward Glaeser,Angus Deaton,Robert Gordon,Lawrence Christiano,Lars Hansen,Paul Krugman,James Stock,Jean-Jacques Laffont,Friedrich Schneider,James Heckman,Lawrence Katz,Halbert White,Mark Watson,Gary Becker,Peter Phillips,Drew Fudenberg,Joshua Angrist,Hans-Werner Sinn,Jeffrey Wooldridge,Ilhan Ozturk,George Borjas,Whitney Newey,Nicholas Cox,Donald Andrews,Ben Jann,V1
Christopher Baum,0.121794197,0.054267153,0.057607482,0.172375328,0.058350335,0.083960539,0.052278058,0.119708411,0.058472074,0.0866583,0.083566173,0.115141123,0.028894295,0.141953061,0.072041583,0.050350277,0.120964639,0.049335021,0.043712194,0.060256676,0.148898352,0.058725384,0.044035425,0.132236961,0.094225181,0.07022865,0.16469306,0.083733614,0.080454541,0.055698769,0.065529533,0.062864954,0.137751863,0.118465727,0.149528177,0.118719098,0.073380467,0.078085175,0.053298476,0.123812658,0.059128184,0.089557791,0.105195842,0.049209921,0.111210083,0.145625918,0.053071194,0.082880887,0.064230528,0.080603239,0.073537232,0.052447762,0.10872004,0.079582815,0.076764322,0.055451851,0.102582583,0.064216895,0.098598349,0.046061048,0.094232886,0.212005809,0.017862188,0.057166739,0.046843898,0.026928811,0.135579475,0.069760497,0.145284022,0.086614994,0.058304883,0.089597872,0.097024553,0.106669598,0.061790031,0.078151604,0.107089735,0.071766126,0.082220617,0.129756997,0.04805615,0.073942569,1,0.05844151,0.026604746,0.157589689,0.075415772,0.081047005,0.089909201,0.083385006,0.195617124,0.067715402,0.036456252,0.082396642,0.059767323,0.123600205,0.081743442,0.124171407,0.08106091,0.028936104,Christopher Baum
Martin Feldstein,0.120510543,0.107864193,0.071408324,0.047948784,0.091055536,0.181626542,0.1454198,0.107672569,0.086481733,0.133121317,0.02149492,0.099664058,0.044781736,0.149940169,0.108255609,0.090817254,0.192211804,0.058680667,0.069111476,0.092374215,0.103781995,0.102808402,0.050646947,0.056760297,0.095155073,0.167190681,0.046507129,0.106334734,0.274901682,0.196644247,0.153036568,1,0.033697433,0.166977862,0.052494397,0.090395869,0.383637416,0.059361307,0.085072479,0.06320046,0.075587299,0.134545726,0.105020476,0.11511379,0.124072217,0.041556481,0.164122357,0.040272006,0.066296109,0.138610853,0.113530554,0.068782992,0.158991438,0.033874124,0.034755747,0.086579749,0.133011503,0.119749859,0.10152646,0.284984516,0.105130594,0.079385227,0.048199426,0.150654903,0.071823127,0.03537905,0.065158108,0.110567605,0.021487571,0.2103809,0.06913153,0.099232845,0.109944799,0.095409,0.181135433,0.127491068,0.087072131,0.091870095,0.046447472,0.108793669,0.074100806,0.193883208,0.062864954,0.065979027,0.033492548,0.066012356,0.158216809,0.139589648,0.195384937,0.038762649,0.015493792,0.067400387,0.074101749,0.109363713,0.149854403,0.125227204,0.089206542,0.122889396,0.351700988,0.055549626,Martin Feldstein
Jean Tirole,0.115077637,0.065352614,0.14446149,0.059385267,0.076197099,0.099381345,0.071559851,0.190420905,0.143889909,0.211515821,0.029780621,0.153594283,0.209554897,0.088070792,0.064511538,0.142715568,0.229955028,0.274415204,0.052431343,0.165256175,0.092139022,0.119884142,0.043767018,0.064936431,0.050518046,0.192101891,0.034637821,0.100537525,0.162372335,0.202138333,0.274901246,0.075587299,0.031500558,0.119222558,0.080960077,0.041359391,0.07279576,0.231258687,0.080455539,0.04903416,1,0.119274335,0.143428839,0.091981544,0.110863269,0.046015624,0.078470917,0.028526566,0.076724721,0.155265703,0.156106568,0.154928856,0.10172522,0.059040792,0.052228414,0.084141856,0.072287546,0.076069516,0.134079883,0.104728546,0.078514212,0.166997011,0.031169626,0.058078821,0.155195839,0.432249827,0.065316673,0.066198589,0.020206132,0.095090975,0.155953145,0.177144053,0.090401559,0.116295972,0.189797746,0.099917445,0.085507428,0.163867581,0.036450877,0.075244548,0.127570712,0.089975661,0.059128184,0.037079891,0.148509497,0.076243704,0.11537177,0.087661463,0.11940877,0.120893907,0.02264975,0.055714702,0.064092566,0.090797809,0.081296891,0.121694541,0.06398774,0.167547537,0.109047629,0.062268184,Jean Tirole
Kenneth Rogoff,0.11220385,0.044619185,0.062616477,0.065797437,0.101592405,0.12124991,0.054112809,0.17339183,0.306492004,0.140366077,0.030367796,0.124267774,0.06856432,0.233206553,0.05129829,0.150204552,0.365077334,0.183315926,0.053135921,0.162444084,0.229015703,0.080579764,0.026445327,0.079119937,0.065116566,0.098261399,0.046698827,0.10046422,0.188685921,0.2248071,0.267520341,0.138610853,0.058503132,0.257284958,0.097585281,0.075397288,0.080950787,0.175022629,0.068436237,0.084249166,0.155265703,0.115064334,0.096311616,0.06963038,0.161172544,0.065933606,0.050601686,0.025638657,0.064888179,1,0.106888869,0.271189164,0.329631513,0.035863512,0.042606572,0.041231587,0.159722949,0.101730222,0.128973611,0.072475777,0.131924872,0.102389236,0.041725056,0.087530904,0.553998229,0.187814077,0.105572085,0.122815443,0.016698143,0.177447995,0.062948019,0.245060646,0.122258536,0.105501575,0.114206876,0.120070245,0.061282349,0.213711457,0.033036709,0.09618987,0.148014205,0.139460962,0.080603239,0.045576887,0.044484477,0.095079197,0.115268591,0.148152872,0.168956435,0.119086656,0.020701719,0.052178229,0.045014503,0.090565005,0.107942328,0.132910424,0.102744933,0.161500799,0.136640258,0.037244641,Kenneth Rogoff
Edward Prescott,0.10897935,0.069022097,0.107134437,0.059242726,0.138592128,0.158818055,0.075782058,0.125124153,0.068205229,0.101116074,0.032388487,0.110782803,0.080411652,0.103972812,0.064698189,0.062938374,0.147376697,0.08007015,0.070890079,0.058078733,0.083147424,0.096387007,0.049999436,0.047835312,0.076195013,0.13489026,0.021050682,0.106679523,0.145378842,0.100503461,0.118603752,0.149854403,0.039789508,0.159786353,0.059626045,0.063445494,0.166717848,0.070159564,0.130921185,0.071948939,0.081296891,0.068960686,0.080918342,0.078721399,0.147629743,0.055375514,0.079444277,0.043032757,0.062165379,0.107942328,0.07672311,0.077038209,0.106384449,0.061863119,0.041052074,0.073256623,0.138630452,0.10070715,0.14340924,0.101265855,0.072850372,0.064196453,0.031112787,0.124219965,0.065082949,0.059443942,0.081928078,0.101941606,0.01697175,0.155636902,0.072283329,0.083156883,0.126124846,0.098069241,0.12449004,0.116134622,0.060418436,0.128281236,0.042203192,0.10686954,0.046678371,0.159713193,0.059767323,0.062450102,0.067695226,0.081971082,0.142197808,0.0972064,0.15500119,0.052819173,0.018929471,0.064149697,0.060166999,0.103739763,1,0.113873193,0.078753315,0.08917577,0.149147864,0.072589414,Edward Prescott
Martin Eichenbaum,0.104312474,0.058372965,0.066678474,0.083954748,0.195833911,0.193306209,0.06402826,0.103829455,0.144301061,0.084770237,0.077593654,0.123826295,0.056897642,0.236533798,0.05204752,0.03779331,0.182345592,0.046605637,0.055779956,0.040797278,0.209762959,0.06821583,0.047299029,0.094689734,0.060589119,0.105944994,0.021826949,0.160312741,0.140949164,0.143032093,0.100603404,0.133011503,0.071676577,0.206213226,0.092816316,0.093294986,0.131797309,0.049689476,0.08783968,0.121737747,0.072287546,0.067613177,0.056180242,0.064753757,0.225652916,0.094932154,0.055649278,0.075917701,0.046844941,0.159722949,0.092967399,0.064637231,0.233365566,0.13773077,0.065383885,0.060700836,1,0.17020761,0.095972431,0.102914061,0.157206333,0.047194273,0.022797706,0.130713752,0.104341385,0.041407479,0.122597935,0.223339274,0.014373094,0.193399948,0.086319356,0.079268267,0.152250384,0.08373235,0.084591576,0.122853217,0.032687564,0.398201501,0.068009167,0.139498627,0.029495451,0.211284053,0.102582583,0.043274604,0.076082071,0.099330005,0.089926795,0.157103856,0.193621764,0.084662344,0.017670522,0.073844043,0.04007673,0.102512584,0.138630452,0.088727399,0.113674912,0.080598103,0.14780935,0.030441728,Martin Eichenbaum
Timothy Besley,0.102817349,0.094234014,0.132549137,0.053484608,0.098520639,0.120886519,0.122669852,0.181626485,0.080043908,0.208562752,0.041439872,0.098110826,0.078689635,0.113046806,0.10429067,0.111167102,0.183285886,0.114991712,0.228959377,0.136237396,0.093589145,0.127529606,0.081379465,0.062932144,0.183195791,0.325406549,0.044892402,0.121012027,0.158920997,0.116157471,0.203070133,0.181135433,0.036540367,0.158771344,0.076121151,0.05757056,0.157690392,0.121812857,0.099601733,0.0526984,0.189797746,0.265263737,0.143882933,0.129325203,0.124493848,0.055944469,0.078365541,0.041819074,0.13795037,0.114206876,0.104305079,0.075759341,0.115268146,0.042226182,0.047256505,0.112670603,0.084591576,0.120133572,0.177457224,0.172836689,0.084718677,0.171724914,0.034373662,0.083040964,0.072222623,0.110293548,0.087583634,0.084483682,0.020429317,0.159747257,0.113126267,0.165791223,0.115841128,0.121682724,1,0.100669773,0.126423636,0.09131568,0.044585885,0.089992232,0.081341487,0.146977654,0.061790031,0.035647743,0.056989073,0.074019158,0.156167988,0.114690394,0.157461198,0.065531275,0.020132163,0.042610616,0.160073359,0.093577967,0.12449004,0.15042268,0.087735709,0.14314839,0.238365059,0.092954357,Timothy Besley
Stephen J Turnovsky,0.101073678,0.085286401,0.094495132,0.078786433,0.218636058,0.143247273,0.095521938,0.12654067,0.137717828,0.112662813,0.048372013,0.110901208,0.066193224,0.18120726,0.115456336,0.06982822,0.193652267,0.120625931,0.093630188,0.061144808,0.151674901,0.102668482,0.051024279,0.089864947,0.112770628,0.183232251,0.037650828,0.17540574,0.187852884,0.192740235,0.178158344,0.195384937,0.082919993,0.244970287,0.128301859,0.096608265,0.164065391,0.11551196,0.158236941,0.096493206,0.11940877,0.168373224,0.084293729,0.091095858,0.171370986,0.08748787,0.075481432,0.076350822,0.087996638,0.168956435,0.090915589,0.080479672,0.247925781,0.088840116,0.063939413,0.105318945,0.193621764,0.135868141,0.192105267,0.180816557,0.187059574,0.093357849,0.038744673,0.12246267,0.103555913,0.09672823,0.129886507,0.151529435,0.02433563,0.245250072,0.093828923,0.144789666,0.121897197,0.120795738,0.157461198,0.153609782,0.081476499,0.15695985,0.060099934,0.154252314,0.063173543,0.209632688,0.089909201,0.042710703,0.089159824,0.108319599,0.197932107,0.160944406,1,0.07612557,0.019851891,0.062373611,0.077599463,0.115291204,0.15500119,0.111294695,0.10972374,0.166353697,0.245080771,0.043619417,Stephen J Turnovsky
Robert Hall,0.099783231,0.229378198,0.117241951,0.066758906,0.171641517,1,0.198747882,0.109101718,0.09053119,0.108324373,0.029633812,0.11484471,0.097926772,0.122831108,0.107575915,0.056101143,0.133894715,0.078043152,0.088834249,0.062684667,0.132355585,0.194513379,0.064922643,0.074519779,0.142997399,0.192816115,0.028729274,0.121332257,0.191113811,0.248664564,0.144339431,0.181626542,0.044637751,0.131394928,0.070737558,0.080207718,0.150338158,0.102678024,0.093819713,0.10821426,0.099381345,0.075413635,0.096574263,0.212972001,0.175905155,0.053960792,0.073976687,0.042336873,0.073207613,0.12124991,0.087198657,0.070148099,0.144945475,0.067702502,0.0660323,0.094950807,0.193306209,0.11833838,0.155739646,0.178171172,0.099815678,0.076318349,0.064938137,0.134590036,0.070545639,0.046913908,0.084466954,0.172447621,0.022074378,0.177887987,0.142572732,0.08812309,0.130115406,0.077037244,0.120886519,0.129104011,0.051563942,0.1293761,0.043934552,0.123794117,0.045684629,0.212996035,0.083960539,0.044939726,0.063856077,0.11763566,0.112421019,0.125426501,0.143247273,0.05678452,0.020150119,0.073169132,0.092521543,0.120197701,0.158818055,0.069114388,0.087480994,0.112464371,0.137154012,0.060052818,Robert Hall
Guillermo Calvo,0.094165822,0.02896478,0.042211297,0.034090659,0.087627016,0.09053119,0.043145549,0.168416527,1,0.155161776,0.023624079,0.10075413,0.054661098,0.2366442,0.034050025,0.204450215,0.316291339,0.205512212,0.046951278,0.234993777,0.180164804,0.070177774,0.020870451,0.05694685,0.039141465,0.085793079,0.039881582,0.094770393,0.215914411,0.202298342,0.328197766,0.086481733,0.037896383,0.223513563,0.064242961,0.034886699,0.059552261,0.235129388,0.050161203,0.051994013,0.143889909,0.078765198,0.062870472,0.044745143,0.130670278,0.041211603,0.040873316,0.027774196,0.046226573,0.306492004,0.157665379,0.360808895,0.240841351,0.029891783,0.034748747,0.04196997,0.144301061,0.087806997,0.078877859,0.060270744,0.134029755,0.109420013,0.056471639,0.050475022,0.656407953,0.218265187,0.070179781,0.093111381,0.015815843,0.125614387,0.042487007,0.3643754,0.10995776,0.10193271,0.080043908,0.07236229,0.061766669,0.250121013,0.027005252,0.079766786,0.219766434,0.095999067,0.058472074,0.023712607,0.030165846,0.060742604,0.074497919,0.109662958,0.137717828,0.112837063,0.019612469,0.025336992,0.034868289,0.077585995,0.068205229,0.104863388,0.072793952,0.224932021,0.099327628,0.026254038,Guillermo Calvo
Tim Bollerslev,0.093955197,0.022954277,0.037127142,0.190281036,0.050279277,0.044637751,0.034094423,0.038212403,0.037896383,0.0560644,0.091932121,0.093732619,0.017879235,0.092619574,0.016948239,0.01625502,0.055173661,0.021188644,0.028074199,0.026730702,0.125002466,0.023474555,0.030540436,0.418026444,0.033407534,0.049722886,0.008122102,0.050959721,0.068638514,0.035823792,0.03821326,0.033697433,1,0.089255167,0.341595543,0.144728244,0.052484397,0.035669532,0.034686209,0.148571453,0.031500558,0.03078274,0.034206142,0.034530065,0.078764469,0.17159766,0.060438779,0.099453137,0.024269551,0.058503132,0.065431958,0.023071643,0.081730589,0.102891135,0.037341222,0.042135844,0.071676577,0.045832207,0.040377318,0.023040332,0.058495299,0.025424256,0.011249836,0.033750873,0.026881234,0.019056979,0.137886578,0.053989191,0.011514867,0.064151603,0.024131579,0.028102882,0.062220999,0.047417868,0.036540367,0.086836636,0.015374046,0.062336057,0.101189951,0.195011184,0.017067996,0.0606236,0.137751863,0.055745675,0.055298174,0.445379366,0.03243258,0.053664431,0.082919993,0.117671909,0.017366836,0.058214204,0.016466866,0.089391943,0.039789508,0.037671311,0.07507001,0.051806079,0.058023599,0.02070152,Tim Bollerslev
Daron Acemoglu,0.093047022,0.186104004,0.148147811,0.073983031,0.121907064,0.192816115,0.198330804,0.166339972,0.085793079,0.22463772,0.087796104,0.11325821,0.102212805,0.114934806,0.132217503,0.121818834,0.175050515,0.129348316,0.114351438,0.149614778,0.137948418,0.204280776,0.147587215,0.072622978,0.152514787,1,0.043078342,0.112793552,0.161107831,0.196100799,0.206163137,0.167190681,0.049722886,0.168802891,0.085793506,0.094934207,0.105329992,0.13142831,0.139740223,0.074549663,0.192101891,0.244997564,0.131956557,0.172777255,0.124851744,0.103771444,0.066626039,0.085669337,0.122922638,0.098261399,0.12259024,0.104491678,0.117728034,0.076034474,0.056782378,0.168828727,0.105944994,0.110015107,0.239048339,0.157927807,0.096048793,0.163091221,0.075114622,0.12074128,0.071475308,0.131285878,0.118418452,0.097147932,0.02483186,0.200076808,0.159131401,0.195975468,0.097769022,0.134367219,0.325406549,0.156052042,0.099800222,0.114876447,0.065243243,0.093729775,0.091409198,0.144972914,0.07022865,0.039766821,0.162744129,0.084154037,0.155560529,0.100434231,0.183232251,0.0994388,0.019900156,0.059089212,0.166333552,0.097136427,0.13489026,0.123978237,0.090801606,0.148278043,0.142959227,0.079723405,Daron Acemoglu
Lars Svensson,0.089938181,0.052030832,0.068159674,0.080012214,0.149842925,0.099815678,0.044651917,0.102106561,0.134029755,0.071973498,0.057106535,0.110911652,0.046280843,0.26210247,0.042159066,0.034806133,0.153868483,0.045362948,0.049961756,0.048666523,0.257870286,0.043887206,0.029302483,0.078978272,0.039846423,0.096048793,0.028390345,0.367350471,0.111646015,0.104877219,0.105201151,0.105130594,0.058495299,0.161231541,0.096359744,0.108821143,0.063607233,0.045085557,0.081145369,0.138721447,0.078514212,0.075343199,0.046524423,0.061041597,0.206906247,0.080099397,0.050941475,0.047956291,0.048720519,0.131924872,0.060647028,0.066374715,0.271206611,0.071241348,0.028976745,0.052954256,0.157206333,0.168616275,0.098268348,0.074198591,1,0.048932937,0.01679029,0.102653207,0.068108734,0.038339468,0.120953344,0.205529014,0.017531763,0.14921002,0.066743252,0.066067358,0.181485884,0.091917691,0.084718677,0.153541802,0.036094995,0.144879491,0.048590794,0.115111399,0.030102024,0.157070206,0.094232886,0.026250325,0.054748434,0.107329152,0.084793485,0.210305431,0.187059574,0.07295205,0.014198195,0.029556202,0.037544241,0.086366472,0.072850372,0.080859469,0.198152818,0.053702011,0.117072206,0.041752611,Lars Svensson
Francis Diebold,0.08988517,0.056352631,0.067508643,0.275222545,0.095971105,0.11763566,0.065860253,0.082646322,0.060742604,0.087567633,0.122134939,0.121452846,0.03628219,0.124165484,0.0351289,0.031670644,0.089381077,0.037096344,0.047042365,0.041649736,0.134473148,0.061807575,0.050831354,0.342168768,0.056803457,0.084154037,0.019064283,0.10867009,0.106608496,0.08375098,0.082377397,0.066012356,0.445379366,0.117686348,0.30145369,0.25126832,0.069636037,0.070829809,0.062039035,0.284146964,0.076243704,0.049948454,0.054094926,0.067893611,0.120694099,0.208111731,0.067536997,0.096712314,0.056225147,0.095079197,0.095167945,0.036875667,0.117769945,0.107882758,0.060770205,0.078409689,0.099330005,0.100715698,0.061735474,0.055286211,0.107329152,0.043914704,0.023458024,0.084023931,0.049574712,0.034671119,0.21934346,0.086214632,0.029260793,0.095797084,0.052641245,0.059530555,0.117338841,0.081934538,0.074019158,0.118204303,0.023133191,0.105881413,0.111105702,0.197991814,0.035839473,0.116272437,0.157589689,0.057931774,0.054831551,1,0.070059709,0.112991204,0.108319599,0.193279857,0.02623591,0.058172133,0.04666502,0.13002713,0.081971082,0.084290611,0.115607998,0.070138019,0.098722242,0.028322916,Francis Diebold
Carmen Reinhart,0.088051663,0.025005012,0.031586403,0.031477191,0.04612862,0.070545639,0.03388622,0.131741857,0.656407953,0.167724014,0.022764235,0.077790865,0.051178117,0.175114289,0.023953391,0.274246491,0.351810027,0.27800552,0.037087023,0.311573346,0.151058905,0.072147247,0.016073263,0.044668089,0.039902948,0.071475308,0.046295874,0.049488747,0.26385219,0.239902226,0.417024897,0.071823127,0.026881234,0.215897449,0.065835584,0.038202752,0.050959018,0.305624324,0.036912326,0.040257742,0.155195839,0.067303162,0.052326097,0.038887274,0.081294629,0.03767101,0.026299536,0.024450825,0.039300626,0.553998229,0.20145612,0.536582933,0.158907586,0.023841347,0.033223865,0.024918092,0.104341385,0.052359892,0.061346896,0.040271934,0.068108734,0.131147819,0.072132786,0.050115368,1,0.275081611,0.073740516,0.061517526,0.009959741,0.110993744,0.030098098,0.482460528,0.07853012,0.066427895,0.072222623,0.074094833,0.055443397,0.316667999,0.016137702,0.057014512,0.298742823,0.058189653,0.046843898,0.023717891,0.018800439,0.049574712,0.066136422,0.091553757,0.103555913,0.150178422,0.013268905,0.028396557,0.025702601,0.065531757,0.065082949,0.094749895,0.047984771,0.304556509,0.076273439,0.021232054,Carmen Reinhart
N. Gregory Mankiw,0.087286854,0.075143898,0.093711687,0.097809989,0.180088915,0.212996035,0.072032328,0.101190044,0.095999067,0.109534222,0.061550134,0.13088629,0.046171234,0.134630394,0.089892152,0.046095035,0.149730259,0.068535349,0.065123314,0.05633357,0.111568133,0.094661392,0.044834974,0.088339209,0.108111805,0.144972914,0.033869724,0.196200499,0.192215679,0.188853035,0.156862778,0.193883208,0.0606236,0.154979988,0.096137374,0.140185386,0.151669225,0.066675449,0.103903264,0.15098531,0.089975661,0.111138824,0.08228762,0.100090068,0.175629276,0.102564035,0.07330082,0.077583207,0.066280207,0.139460962,0.086186097,0.069066519,0.174091339,0.073105182,0.040030435,0.077243113,0.211284053,0.192341599,0.127339915,0.139340529,0.157070206,0.077550741,0.030877589,0.186392632,0.058189653,0.049428245,0.132763159,0.241372756,0.021576113,0.218305927,0.085208866,0.08004896,0.177468099,0.088509732,0.146977654,0.134446948,0.062785856,0.160734066,0.0609178,0.2003804,0.036306084,1,0.073942569,0.094544491,0.058292928,0.116272437,0.107807414,0.199068015,0.209632688,0.082047076,0.022366499,0.086278697,0.074698305,0.133728096,0.159713193,0.081507796,0.166897361,0.112511714,0.234623001,0.061830712,N. Gregory Mankiw
John Taylor,0.0862332,0.053736944,0.062089451,0.076920156,0.172943526,0.125426501,0.062619603,0.135557904,0.109662958,0.080676747,0.031826974,0.119399426,0.072180568,0.181101199,0.051927211,0.059525426,0.211570744,0.053249381,0.05963198,0.053571354,0.140011152,0.088006779,0.040147333,0.070615269,0.051275132,0.100434231,0.033293832,0.268977034,0.129356778,0.138040886,0.129910549,0.139589648,0.053664431,0.186671733,0.078970628,0.086516939,0.098435191,0.071551866,0.106474546,0.094744645,0.087661463,0.117856243,0.062117852,0.068508864,0.234173453,0.073409188,0.075538773,0.046100931,0.04698885,0.148152872,0.068176638,0.073357626,0.192224705,0.06198395,0.03809154,0.061435782,0.157103856,0.195020737,0.089027885,0.081363875,0.210305431,0.058491721,0.020856764,0.100513645,0.091553757,0.057376659,0.094290486,0.202146432,0.028908737,0.190587433,0.068440898,0.088246576,0.24163891,0.095822752,0.114690394,0.129935789,0.042888399,0.172344937,0.06594166,0.101548533,0.049616053,0.199068015,0.081047005,0.032104771,0.043356364,0.112991204,0.090138598,1,0.160944406,0.067361712,0.01709858,0.025673831,0.044192021,0.117039129,0.0972064,0.104077449,0.199963664,0.079421804,0.226889802,0.024946706,John Taylor
John List,0.086183416,0.133922278,1,0.060136004,0.075019591,0.117241951,0.155474574,0.098504814,0.042211297,0.12262876,0.033675718,0.088937283,0.222396487,0.087982447,0.113727922,0.053463391,0.086512306,0.095527434,0.066484409,0.064346551,0.085295981,0.122410254,0.124412963,0.054919837,0.080286409,0.148147811,0.021164208,0.07745288,0.104664129,0.07467924,0.109330717,0.071408324,0.037127142,0.08319136,0.071682329,0.056518997,0.076875234,0.120123601,0.073995945,0.050971002,0.14446149,0.084118579,0.116707057,0.154506606,0.076063006,0.066508534,0.058679924,0.04755765,0.143860527,0.062616477,0.099245825,0.054783651,0.072496038,0.063964255,0.068545008,0.150032837,0.066678474,0.07236399,0.105392078,0.091719281,0.068159674,0.134319633,0.042187446,0.053325989,0.031586403,0.095693811,0.075242752,0.058655427,0.035811439,0.114505777,0.287121284,0.077209684,0.079013502,0.069622265,0.132549137,0.098038861,0.071713917,0.057848448,0.049649487,0.075303784,0.043058532,0.093711687,0.057607482,0.031894837,0.167876693,0.067508643,0.116296659,0.062089451,0.094495132,0.06055579,0.029391,0.037138325,0.106518261,0.089230721,0.107134437,0.072381587,0.07980386,0.085050084,0.085322166,0.074098125,John List
M Pesaran,0.085696114,0.052510824,0.075242752,0.269897711,0.10575898,0.084466954,0.066783933,0.076773408,0.070179781,0.072386872,0.263805161,0.090655378,0.041577082,0.139720893,0.037993439,0.047344031,0.113854545,0.081090456,0.059023873,0.046635387,0.124839662,0.075213374,0.062220001,0.185884859,0.071232493,0.118418452,0.025981304,0.108960101,0.09394738,0.107345067,0.097870874,0.065158108,0.137886578,0.126521923,0.258705992,0.357398839,0.062600734,0.110938172,0.092473631,0.307721544,0.065316673,0.072164375,0.072709157,0.069725543,0.108221298,0.439337631,0.065568096,0.241918883,0.066511438,0.105572085,0.155156346,0.064954737,0.114286517,0.129802217,0.114995106,0.106072458,0.122597935,0.08710787,0.077658963,0.074140673,0.120953344,0.060797002,0.023449913,0.093144162,0.073740516,0.049736976,1,0.116220758,0.039989807,0.10832805,0.050573624,0.090342115,0.163769126,0.073482535,0.087583634,0.16010232,0.037905104,0.126638959,0.242547852,0.180366074,0.043804493,0.132763159,0.135579475,0.0507411,0.052683746,0.21934346,0.09460293,0.094290486,0.129886507,0.253503326,0.028875808,0.048577764,0.041597769,0.138700683,0.081928078,0.060605211,0.226340728,0.15652916,0.093189105,0.020259985,M Pesaran
Olivier Blanchard,0.08517419,0.146233889,0.07467924,0.054030379,0.113133665,0.248664564,0.117648041,0.101667043,0.202298342,0.152810379,0.037300372,0.104682588,0.126598577,0.145839296,0.059992508,0.152574971,0.336462595,0.304628804,0.061996814,0.169817372,0.121995636,0.17609887,0.040764322,0.050964034,0.063841506,0.196100799,0.06428664,0.127375431,0.287975287,1,0.316258632,0.196644247,0.035823792,0.156518722,0.088983346,0.078747106,0.100751461,0.235608315,0.086777905,0.09167886,0.202138333,0.138126772,0.079542934,0.138127646,0.146009249,0.061849176,0.052276312,0.046930661,0.062245765,0.2248071,0.116530311,0.235132705,0.151320326,0.051708848,0.034163799,0.080961789,0.143032093,0.126456188,0.110532966,0.156388866,0.104877219,0.160440446,0.055104151,0.164466469,0.239902226,0.318727837,0.107345067,0.179932451,0.018819269,0.151982979,0.101075046,0.247261082,0.117180101,0.083618758,0.116157471,0.138862828,0.096718699,0.225413533,0.043061383,0.092844827,0.141841011,0.188853035,0.055698769,0.031548139,0.067207093,0.08375098,0.121928726,0.138040886,0.192740235,0.145229479,0.018663207,0.038666398,0.049261859,0.092351344,0.100503461,0.08553948,0.11442828,0.22432301,0.166236036,0.048554961,Olivier Blanchard
Alan Krueger,0.081243033,0.348147011,0.154506606,0.053927775,0.0540283,0.212972001,0.371374987,0.109691352,0.044745143,0.116979535,0.047653842,0.088277389,0.06541335,0.082627817,0.07394253,0.062241944,0.108948325,0.06014894,0.106277021,0.056075541,0.095398404,0.301573955,0.387873559,0.053254893,0.143831255,0.172777255,0.026005412,0.063561454,0.137332866,0.138127646,0.113921364,0.11511379,0.034530065,0.092374688,0.071265338,0.068310235,0.109267677,0.078102376,0.078125493,0.046404399,0.091981544,0.093943832,0.08457367,1,0.086045341,0.062812203,0.059945749,0.07181819,0.085378184,0.06963038,0.125678174,0.04124129,0.080329201,0.031867733,0.035345045,0.223204196,0.064753757,0.082155005,0.082614099,0.118062211,0.061041597,0.149457686,0.103765771,0.08073507,0.038887274,0.047064028,0.069725543,0.059730326,0.055894453,0.135662147,0.106996905,0.072336929,0.087664799,0.098282363,0.129325203,0.079275193,0.071084162,0.052725922,0.053804479,0.068303232,0.055938178,0.100090068,0.049209921,0.046298603,0.042741126,0.067893611,0.093871044,0.068508864,0.091095858,0.059147114,0.01986663,0.047896493,0.100404704,0.07760678,0.078721399,0.111079709,0.063224226,0.099361478,0.073824883,0.050520293,Alan Krueger
